trip_id,route_id,service_id,direction_id,shape_id,trip_short_name,trip_headsign,plk_category_code,plk_train_number,plk_train_name
KM_900_1,KM_ZL,KM_0,1,BUS_0,900,Modlin,,,
KM_900_2,KM_ZL,KM_1,1,BUS_0,900,Modlin,,,
KM_901_1,KM_ZL,KM_2,0,BUS_1,901,Lotnisko Modlin,,,
KM_901_2,KM_ZL,KM_1,0,BUS_1,901,Lotnisko Modlin,,,
KM_902_1,KM_ZL,KM_2,1,BUS_0,902,Modlin,,,
KM_902_2,KM_ZL,KM_1,1,BUS_0,902,Modlin,,,
KM_903_1,KM_ZL,KM_2,0,BUS_1,903,Lotnisko Modlin,,,
KM_903_2,KM_ZL,KM_1,0,BUS_1,903,Lotnisko Modlin,,,
KM_904_1,KM_ZL,KM_2,1,BUS_0,904,Modlin,,,
KM_904_2,KM_ZL,KM_1,1,BUS_0,904,Modlin,,,
KM_905_1,KM_ZL,KM_2,0,BUS_1,905,Lotnisko Modlin,,,
KM_905_2,KM_ZL,KM_1,0,BUS_1,905,Lotnisko Modlin,,,
KM_906_1,KM_ZL,KM_2,1,BUS_0,906,Modlin,,,
KM_906_2,KM_ZL,KM_1,1,BUS_0,906,Modlin,,,
KM_907_1,KM_ZL,KM_2,0,BUS_1,907,Lotnisko Modlin,,,
KM_907_2,KM_ZL,KM_1,0,BUS_1,907,Lotnisko Modlin,,,
KM_908_1,KM_ZL,KM_2,1,BUS_0,908,Modlin,,,
KM_908_2,KM_ZL,KM_1,1,BUS_0,908,Modlin,,,
KM_909_1,KM_ZL,KM_2,0,BUS_1,909,Lotnisko Modlin,,,
KM_909_2,KM_ZL,KM_1,0,BUS_1,909,Lotnisko Modlin,,,
KM_910_1,KM_ZL,KM_2,1,BUS_0,910,Modlin,,,
KM_910_2,KM_ZL,KM_1,1,BUS_0,910,Modlin,,,
KM_911_1,KM_ZL,KM_2,0,BUS_1,911,Lotnisko Modlin,,,
KM_911_2,KM_ZL,KM_1,0,BUS_1,911,Lotnisko Modlin,,,
KM_912_1,KM_ZL,KM_2,1,BUS_0,912,Modlin,,,
KM_912_2,KM_ZL,KM_1,1,BUS_0,912,Modlin,,,
KM_913_1,KM_ZL,KM_2,0,BUS_1,913,Lotnisko Modlin,,,
KM_913_2,KM_ZL,KM_1,0,BUS_1,913,Lotnisko Modlin,,,
KM_914_1,KM_ZL,KM_2,1,BUS_0,914,Modlin,,,
KM_914_2,KM_ZL,KM_1,1,BUS_0,914,Modlin,,,
KM_915_1,KM_ZL,KM_2,0,BUS_1,915,Lotnisko Modlin,,,
KM_915_2,KM_ZL,KM_1,0,BUS_1,915,Lotnisko Modlin,,,
KM_916_1,KM_ZL,KM_2,1,BUS_0,916,Modlin,,,
KM_916_2,KM_ZL,KM_1,1,BUS_0,916,Modlin,,,
KM_917_1,KM_ZL,KM_2,0,BUS_1,917,Lotnisko Modlin,,,
KM_917_2,KM_ZL,KM_1,0,BUS_1,917,Lotnisko Modlin,,,
KM_918_1,KM_ZL,KM_2,1,BUS_0,918,Modlin,,,
KM_918_2,KM_ZL,KM_1,1,BUS_0,918,Modlin,,,
KM_919_1,KM_ZL,KM_2,0,BUS_1,919,Lotnisko Modlin,,,
KM_919_2,KM_ZL,KM_1,0,BUS_1,919,Lotnisko Modlin,,,
KM_920_1,KM_ZL,KM_2,1,BUS_0,920,Modlin,,,
KM_920_2,KM_ZL,KM_1,1,BUS_0,920,Modlin,,,
KM_921_1,KM_ZL,KM_2,0,BUS_1,921,Lotnisko Modlin,,,
KM_921_2,KM_ZL,KM_1,0,BUS_1,921,Lotnisko Modlin,,,
KM_922_1,KM_ZL,KM_2,1,BUS_0,922,Modlin,,,
KM_922_2,KM_ZL,KM_1,1,BUS_0,922,Modlin,,,
KM_923_1,KM_ZL,KM_2,0,BUS_1,923,Lotnisko Modlin,,,
KM_923_2,KM_ZL,KM_1,0,BUS_1,923,Lotnisko Modlin,,,
KM_924_1,KM_ZL,KM_2,1,BUS_0,924,Modlin,,,
KM_924_2,KM_ZL,KM_1,1,BUS_0,924,Modlin,,,
KM_925_1,KM_ZL,KM_2,0,BUS_1,925,Lotnisko Modlin,,,
KM_925_2,KM_ZL,KM_1,0,BUS_1,925,Lotnisko Modlin,,,
KM_926_1,KM_ZL,KM_2,1,BUS_0,926,Modlin,,,
KM_926_2,KM_ZL,KM_1,1,BUS_0,926,Modlin,,,
KM_927_1,KM_ZL,KM_2,0,BUS_1,927,Lotnisko Modlin,,,
KM_927_2,KM_ZL,KM_1,0,BUS_1,927,Lotnisko Modlin,,,
KM_928_1,KM_ZL,KM_2,1,BUS_0,928,Modlin,,,
KM_928_2,KM_ZL,KM_1,1,BUS_0,928,Modlin,,,
KM_929_1,KM_ZL,KM_2,0,BUS_1,929,Lotnisko Modlin,,,
KM_929_2,KM_ZL,KM_1,0,BUS_1,929,Lotnisko Modlin,,,
KM_930_1,KM_ZL,KM_2,1,BUS_0,930,Modlin,,,
KM_930_2,KM_ZL,KM_1,1,BUS_0,930,Modlin,,,
KM_931_1,KM_ZL,KM_2,0,BUS_1,931,Lotnisko Modlin,,,
KM_931_2,KM_ZL,KM_1,0,BUS_1,931,Lotnisko Modlin,,,
KM_932_1,KM_ZL,KM_2,1,BUS_0,932,Modlin,,,
KM_932_2,KM_ZL,KM_1,1,BUS_0,932,Modlin,,,
KM_933_1,KM_ZL,KM_2,0,BUS_1,933,Lotnisko Modlin,,,
KM_933_2,KM_ZL,KM_1,0,BUS_1,933,Lotnisko Modlin,,,
KM_934_1,KM_ZL,KM_2,1,BUS_0,934,Modlin,,,
KM_934_2,KM_ZL,KM_1,1,BUS_0,934,Modlin,,,
KM_935_1,KM_ZL,KM_2,0,BUS_1,935,Lotnisko Modlin,,,
KM_935_2,KM_ZL,KM_1,0,BUS_1,935,Lotnisko Modlin,,,
KM_936_1,KM_ZL,KM_2,1,BUS_0,936,Modlin,,,
KM_936_2,KM_ZL,KM_1,1,BUS_0,936,Modlin,,,
KM_937_1,KM_ZL,KM_2,0,BUS_1,937,Lotnisko Modlin,,,
KM_937_2,KM_ZL,KM_1,0,BUS_1,937,Lotnisko Modlin,,,
KM_938_1,KM_ZL,KM_2,1,BUS_0,938,Modlin,,,
KM_938_2,KM_ZL,KM_1,1,BUS_0,938,Modlin,,,
KM_939_1,KM_ZL,KM_2,0,BUS_1,939,Lotnisko Modlin,,,
KM_939_2,KM_ZL,KM_1,0,BUS_1,939,Lotnisko Modlin,,,
KM_940_1,KM_ZL,KM_2,1,BUS_0,940,Modlin,,,
KM_940_2,KM_ZL,KM_1,1,BUS_0,940,Modlin,,,
KM_941_1,KM_ZL,KM_2,0,BUS_1,941,Lotnisko Modlin,,,
KM_941_2,KM_ZL,KM_1,0,BUS_1,941,Lotnisko Modlin,,,
KM_942_1,KM_ZL,KM_2,1,BUS_0,942,Modlin,,,
KM_942_2,KM_ZL,KM_1,1,BUS_0,942,Modlin,,,
KM_943_1,KM_ZL,KM_2,0,BUS_1,943,Lotnisko Modlin,,,
KM_943_2,KM_ZL,KM_1,0,BUS_1,943,Lotnisko Modlin,,,
KM_944_1,KM_ZL,KM_2,1,BUS_0,944,Modlin,,,
KM_944_2,KM_ZL,KM_1,1,BUS_0,944,Modlin,,,
KM_945_1,KM_ZL,KM_2,0,BUS_1,945,Lotnisko Modlin,,,
KM_945_2,KM_ZL,KM_1,0,BUS_1,945,Lotnisko Modlin,,,
KM_946_1,KM_ZL,KM_2,1,BUS_0,946,Modlin,,,
KM_946_2,KM_ZL,KM_1,1,BUS_0,946,Modlin,,,
KM_947_1,KM_ZL,KM_2,0,BUS_1,947,Lotnisko Modlin,,,
KM_947_2,KM_ZL,KM_1,0,BUS_1,947,Lotnisko Modlin,,,
KM_948_1,KM_ZL,KM_2,1,BUS_0,948,Modlin,,,
KM_948_2,KM_ZL,KM_1,1,BUS_0,948,Modlin,,,
KM_949_1,KM_ZL,KM_2,0,BUS_1,949,Lotnisko Modlin,,,
KM_949_2,KM_ZL,KM_1,0,BUS_1,949,Lotnisko Modlin,,,
KM_950_1,KM_ZL,KM_2,1,BUS_0,950,Modlin,,,
KM_950_2,KM_ZL,KM_1,1,BUS_0,950,Modlin,,,
KM_951_1,KM_ZL,KM_2,0,BUS_1,951,Lotnisko Modlin,,,
KM_951_2,KM_ZL,KM_1,0,BUS_1,951,Lotnisko Modlin,,,
KM_952_1,KM_ZL,KM_2,1,BUS_0,952,Modlin,,,
KM_952_2,KM_ZL,KM_1,1,BUS_0,952,Modlin,,,
KM_953_1,KM_ZL,KM_2,0,BUS_1,953,Lotnisko Modlin,,,
KM_953_2,KM_ZL,KM_1,0,BUS_1,953,Lotnisko Modlin,,,
KM_954_1,KM_ZL,KM_2,1,BUS_0,954,Modlin,,,
KM_954_2,KM_ZL,KM_1,1,BUS_0,954,Modlin,,,
KM_955_1,KM_ZL,KM_2,0,BUS_1,955,Lotnisko Modlin,,,
KM_955_2,KM_ZL,KM_1,0,BUS_1,955,Lotnisko Modlin,,,
KM_956_1,KM_ZL,KM_2,1,BUS_0,956,Modlin,,,
KM_956_2,KM_ZL,KM_1,1,BUS_0,956,Modlin,,,
KM_957_1,KM_ZL,KM_2,0,BUS_1,957,Lotnisko Modlin,,,
KM_957_2,KM_ZL,KM_1,0,BUS_1,957,Lotnisko Modlin,,,
KM_958_1,KM_ZL,KM_2,1,BUS_0,958,Modlin,,,
KM_958_2,KM_ZL,KM_1,1,BUS_0,958,Modlin,,,
KM_959_1,KM_ZL,KM_2,0,BUS_1,959,Lotnisko Modlin,,,
KM_959_2,KM_ZL,KM_1,0,BUS_1,959,Lotnisko Modlin,,,
KM_960_1,KM_ZL,KM_2,1,BUS_0,960,Modlin,,,
KM_960_2,KM_ZL,KM_1,1,BUS_0,960,Modlin,,,
KM_961_1,KM_ZL,KM_2,0,BUS_1,961,Lotnisko Modlin,,,
KM_961_2,KM_ZL,KM_1,0,BUS_1,961,Lotnisko Modlin,,,
KM_962_1,KM_ZL,KM_2,1,BUS_0,962,Modlin,,,
KM_962_2,KM_ZL,KM_1,1,BUS_0,962,Modlin,,,
KM_963_1,KM_ZL,KM_2,0,BUS_1,963,Lotnisko Modlin,,,
KM_963_2,KM_ZL,KM_1,0,BUS_1,963,Lotnisko Modlin,,,
KM_964_1,KM_ZL,KM_2,1,BUS_0,964,Modlin,,,
KM_964_2,KM_ZL,KM_1,1,BUS_0,964,Modlin,,,
KM_965_1,KM_ZL,KM_2,0,BUS_1,965,Lotnisko Modlin,,,
KM_965_2,KM_ZL,KM_1,0,BUS_1,965,Lotnisko Modlin,,,
KM_966_1,KM_ZL,KM_2,1,BUS_0,966,Modlin,,,
KM_966_2,KM_ZL,KM_1,1,BUS_0,966,Modlin,,,
KM_967_1,KM_ZL,KM_2,0,BUS_1,967,Lotnisko Modlin,,,
KM_967_2,KM_ZL,KM_1,0,BUS_1,967,Lotnisko Modlin,,,
KM_968_1,KM_ZL,KM_2,1,BUS_0,968,Modlin,,,
KM_968_2,KM_ZL,KM_1,1,BUS_0,968,Modlin,,,
KM_969_1,KM_ZL,KM_2,0,BUS_1,969,Lotnisko Modlin,,,
KM_969_2,KM_ZL,KM_1,0,BUS_1,969,Lotnisko Modlin,,,
KM_970_1,KM_ZL,KM_2,1,BUS_0,970,Modlin,,,
KM_970_2,KM_ZL,KM_1,1,BUS_0,970,Modlin,,,
KM_971_1,KM_ZL,KM_2,0,BUS_1,971,Lotnisko Modlin,,,
KM_971_2,KM_ZL,KM_1,0,BUS_1,971,Lotnisko Modlin,,,
KM_972_1,KM_ZL,KM_2,1,BUS_0,972,Modlin,,,
KM_972_2,KM_ZL,KM_1,1,BUS_0,972,Modlin,,,
KM_973_1,KM_ZL,KM_3,0,BUS_1,973,Lotnisko Modlin,,,
KM_973_2,KM_ZL,KM_1,0,BUS_1,973,Lotnisko Modlin,,,
KM_974_1,KM_ZL,KM_3,1,BUS_0,974,Modlin,,,
KM_974_2,KM_ZL,KM_1,1,BUS_0,974,Modlin,,,
KM_975_1,KM_ZL,KM_3,0,BUS_1,975,Lotnisko Modlin,,,
KM_975_2,KM_ZL,KM_1,0,BUS_1,975,Lotnisko Modlin,,,
KM_976_1,KM_ZL,KM_3,1,BUS_0,976,Modlin,,,
KM_976_2,KM_ZL,KM_1,1,BUS_0,976,Modlin,,,
KM_977_1,KM_ZL,KM_3,0,BUS_1,977,Lotnisko Modlin,,,
KM_977_2,KM_ZL,KM_1,0,BUS_1,977,Lotnisko Modlin,,,
KM_978_1,KM_ZL,KM_1,1,BUS_0,978,Modlin,,,
KM_979_1,KM_ZL,KM_1,0,BUS_1,979,Lotnisko Modlin,,,
KM_980_1,KM_ZL,KM_1,1,BUS_0,980,Modlin,,,
KM_981_1,KM_ZL,KM_1,0,BUS_1,981,Lotnisko Modlin,,,
KM_982_1,KM_ZL,KM_1,1,BUS_0,982,Modlin,,,
KM_983_1,KM_ZL,KM_1,0,BUS_1,983,Lotnisko Modlin,,,
KM_984_1,KM_ZL,KM_1,1,BUS_0,984,Modlin,,,
KM_985_1,KM_ZL,KM_1,0,BUS_1,985,Lotnisko Modlin,,,
KM_986_1,KM_ZL,KM_1,1,BUS_0,986,Modlin,,,
KM_987_1,KM_ZL,KM_1,0,BUS_1,987,Lotnisko Modlin,,,
KM_988_1,KM_ZL,KM_1,1,BUS_0,988,Modlin,,,
KM_989_1,KM_ZL,KM_1,0,BUS_1,989,Lotnisko Modlin,,,
KM_990_1,KM_ZL,KM_1,1,BUS_0,990,Modlin,,,
KM_991_1,KM_ZL,KM_1,0,BUS_1,991,Lotnisko Modlin,,,
KM_992_1,KM_ZL,KM_1,1,BUS_0,992,Modlin,,,
KM_993_1,KM_ZL,KM_1,0,BUS_1,993,Lotnisko Modlin,,,
KM_994_1,KM_ZL,KM_4,1,BUS_0,994,Modlin,,,
KM_995_1,KM_ZL,KM_4,0,BUS_1,995,Lotnisko Modlin,,,
PLK_AR_2026_102774004,AR,PLK_2,,RAIL_1704,50844,Toruń Główny,Os,50844,
PLK_AR_2026_103102150,AR,PLK_74,,RAIL_1704,50862,Toruń Główny,Os,50862,
PLK_AR_2026_103218124,AR,PLK_98,,RAIL_1684,50334,Tuchola,Os,50334,
PLK_AR_2026_103255116,AR,PLK_254,,RAIL_1702,50809,Grudziądz,Os,50809,
PLK_AR_2026_103390976,AR,PLK_175,,RAIL_1687,50271,Tuchola,Os,50271,
PLK_AR_2026_103445367,AR,PLK_74,,RAIL_1681,50958/9,Toruń Główny,Os,50958/9,
PLK_AR_2026_104234368,AR,PLK_78,,RAIL_1690,50324,Bydgoszcz Główna,Os,50324,
PLK_AR_2026_106947127,AR,PLK_447,,RAIL_1685,50448/9,Bydgoszcz Główna,Os,50448/9,
PLK_AR_2026_108169443,AR,PLK_23,,RAIL_1701,50916/7,Brodnica,Os,50916/7,
PLK_AR_2026_108634243,AR,PLK_77,,RAIL_1688,50261,Chojnice,Os,50261,
PLK_AR_2026_108733727,AR,PLK_254,,RAIL_1702,50813,Grudziądz,Os,50813,
PLK_AR_2026_108772974,AR,PLK_74,,RAIL_1704,50850,Toruń Główny,Os,50850,
PLK_AR_2026_108780746,AR,PLK_76,,RAIL_1673,50943,Grudziądz,Os,50943,
PLK_AR_2026_110726563,AR,PLK_98,,RAIL_1688,50279,Chojnice,Os,50279,
PLK_AR_2026_112780163,AR,PLK_76,,RAIL_1672,50914,Brodnica,Os,50914,
PLK_AR_2026_113599794,AR,PLK_220,,RAIL_1685,50456/7,Bydgoszcz Główna,Os,50456/7,
PLK_AR_2026_113904117,AR,PLK_2,,RAIL_1673,50941,Grudziądz,Os,50941,
PLK_AR_2026_115159196,AR,PLK_254,,RAIL_1699,50416/7,Grudziądz,Os,50416/7,
PLK_AR_2026_117508126,AR,PLK_98,,RAIL_1704,50848,Toruń Główny,Os,50848,
PLK_AR_2026_117761646,AR,PLK_74,,RAIL_1684,50334,Tuchola,Os,50334,
PLK_AR_2026_117778513,AR,PLK_74,,RAIL_1690,50308,Bydgoszcz Główna,Os,50308,
PLK_AR_2026_118114024,AR,PLK_254,,RAIL_1685,50456/7,Bydgoszcz Główna,Os,50456/7,
PLK_AR_2026_119064988,AR,PLK_74,,RAIL_1692,50593,Bydgoszcz Główna,Os,50593,
PLK_AR_2026_121226827,AR,PLK_75,,RAIL_1664,55901,Czersk,Os,55901,
PLK_AR_2026_122002965,AR,PLK_2,,RAIL_1682,50954/5,Toruń Główny,Os,50954/5,
PLK_AR_2026_123021907,AR,PLK_73,,RAIL_1681,50970/1,Toruń Główny,Os,50970/1,
PLK_AR_2026_123155105,AR,PLK_2,,RAIL_1690,50308,Bydgoszcz Główna,Os,50308,
PLK_AR_2026_123498278,AR,PLK_74,,RAIL_1681,50952/3,Toruń Główny,Os,50952/3,
PLK_AR_2026_125154038,AR,PLK_2,,RAIL_1689,50312,Bydgoszcz Główna,Os,50312,
PLK_AR_2026_127361286,AR,PLK_214,,RAIL_1704,50862,Toruń Główny,Os,50862,
PLK_AR_2026_127389811,AR,PLK_78,,RAIL_1688,50261,Chojnice,Os,50261,
PLK_AR_2026_128281939,AR,PLK_23,,RAIL_1675,50441,Laskowice Pomorskie,Os,50441,
PLK_AR_2026_130865208,AR,PLK_74,,RAIL_1695,50878,Toruń Główny,Os,50878,
PLK_AR_2026_131315619,AR,PLK_77,,RAIL_1675,50453,Laskowice Pomorskie,Os,50453,
PLK_AR_2026_136629734,AR,PLK_78,,RAIL_1674,50432,Grudziądz,Os,50432,
PLK_AR_2026_137462780,AR,PLK_103,,RAIL_1673,50935,Grudziądz,Os,50935,
PLK_AR_2026_137921147,AR,PLK_254,,RAIL_1694,50890,Chełmża,Os,50890,
PLK_AR_2026_138016826,AR,PLK_76,,RAIL_1694,50894,Chełmża,Os,50894,
PLK_AR_2026_138235451,AR,PLK_74,,RAIL_1672,50910,Brodnica,Os,50910,
PLK_AR_2026_138719600,AR,PLK_74,,RAIL_1677,50990/1,Sierpc,Os,50990/1,
PLK_AR_2026_140260446,AR,PLK_77,,RAIL_1696,55725,Czersk,Os,55725,
PLK_AR_2026_140642700,AR,PLK_2,,RAIL_1699,50402/3,Grudziądz,Os,50402/3,
PLK_AR_2026_144674411,AR,PLK_76,,RAIL_1694,50898,Chełmża,Os,50898,
PLK_AR_2026_147063140,AR,PLK_178,,RAIL_1681,50964/5,Toruń Główny,Os,50964/5,
PLK_AR_2026_147239925,AR,PLK_98,,RAIL_1701,50904/5,Brodnica,Os,50904/5,
PLK_AR_2026_148972938,AR,PLK_254,,RAIL_1695,50896,Toruń Główny,Os,50896,
PLK_AR_2026_150256032,AR,PLK_74,,RAIL_1688,50259,Chojnice,Os,50259,
PLK_AR_2026_150762057,AR,PLK_73,,RAIL_1669,55930,Laskowice Pomorskie,Os,55930,
PLK_AR_2026_151889777,AR,PLK_73,,RAIL_1668,55742/3,Chojnice,Os,55742/3,
PLK_AR_2026_156370215,AR,PLK_73,,RAIL_1705,50572/3,Bydgoszcz Główna,Os,50572/3,
PLK_AR_2026_158972669,AR,PLK_74,,RAIL_1674,50426,Grudziądz,Os,50426,
PLK_AR_2026_159147986,AR,PLK_98,,RAIL_1673,50941,Grudziądz,Os,50941,
PLK_AR_2026_159263702,AR,PLK_78,,RAIL_1693,50591,Bydgoszcz Główna,Os,50591,
PLK_AR_2026_159279164,AR,PLK_2,,RAIL_1688,50279,Chojnice,Os,50279,
PLK_AR_2026_160203245,AR,PLK_74,,RAIL_1668,55742/3,Chojnice,Os,55742/3,
PLK_AR_2026_163813700,AR,PLK_254,,RAIL_1677,50992/3,Sierpc,Os,50992/3,
PLK_AR_2026_166950654,AR,PLK_254,,RAIL_1687,50283,Tuchola,Os,50283,
PLK_AR_2026_167001683,AR,PLK_74,,RAIL_1704,50846,Toruń Główny,Os,50846,
PLK_AR_2026_167726537,AR,PLK_2,,RAIL_1702,50805,Grudziądz,Os,50805,
PLK_AR_2026_167902605,AR,PLK_254,,RAIL_1694,50886,Chełmża,Os,50886,
PLK_AR_2026_168177725,AR,PLK_74,,RAIL_1690,50320,Bydgoszcz Główna,Os,50320,
PLK_AR_2026_168985642,AR,PLK_2,,RAIL_1679,50998/9,Skępe,Os,50998/9,
PLK_AR_2026_169497097,AR,PLK_73,,RAIL_1688,50267,Chojnice,Os,50267,
PLK_AR_2026_170085343,AR,PLK_78,,RAIL_1664,55911,Czersk,Os,55911,
PLK_AR_2026_172773939,AR,PLK_2,,RAIL_1668,55742/3,Chojnice,Os,55742/3,
PLK_AR_2026_173056216,AR,PLK_254,,RAIL_1677,50982/3,Sierpc,Os,50982/3,
PLK_AR_2026_174099168,AR,PLK_32,,RAIL_1690,50326,Bydgoszcz Główna,Os,50326,
PLK_AR_2026_174430445,AR,PLK_77,,RAIL_1687,50277,Tuchola,Os,50277,
PLK_AR_2026_174512384,AR,PLK_254,,RAIL_1702,50827,Grudziądz,Os,50827,
PLK_AR_2026_176056072,AR,PLK_76,,RAIL_1692,50597,Bydgoszcz Główna,Os,50597,
PLK_AR_2026_176772488,AR,PLK_175,,RAIL_1694,50886,Chełmża,Os,50886,
PLK_AR_2026_178399387,AR,PLK_254,,RAIL_1681,50966/7,Toruń Główny,Os,50966/7,
PLK_AR_2026_178948655,AR,PLK_73,,RAIL_1690,50328,Bydgoszcz Główna,Os,50328,
PLK_AR_2026_179329693,AR,PLK_74,,RAIL_1695,50896,Toruń Główny,Os,50896,
PLK_AR_2026_181608728,AR,PLK_610,,RAIL_1692,50587,Bydgoszcz Główna,Os,50587,
PLK_AR_2026_181789612,AR,PLK_83,,RAIL_1689,50308,Bydgoszcz Główna,Os,50308,
PLK_AR_2026_182110913,AR,PLK_2,,RAIL_1689,50302,Bydgoszcz Główna,Os,50302,
PLK_AR_2026_183503383,AR,PLK_2,,RAIL_1702,50813,Grudziądz,Os,50813,
PLK_AR_2026_187569561,AR,PLK_2,,RAIL_1702,50811,Grudziądz,Os,50811,
PLK_AR_2026_188057350,AR,PLK_78,,RAIL_1675,50445,Laskowice Pomorskie,Os,50445,
PLK_AR_2026_190692490,AR,PLK_9,,RAIL_1672,50922,Brodnica,Os,50922,
PLK_AR_2026_190958106,AR,PLK_74,,RAIL_1673,50933,Grudziądz,Os,50933,
PLK_AR_2026_191329144,AR,PLK_254,,RAIL_1703,50924/5,Toruń Główny,Os,50924/5,
PLK_AR_2026_193795250,AR,PLK_82,,RAIL_1670,55748,Wierzchucin,Os,55748,
PLK_AR_2026_194366135,AR,PLK_2,,RAIL_1677,50986/7,Sierpc,Os,50986/7,
PLK_AR_2026_194733716,AR,PLK_19,,RAIL_1692,50595,Bydgoszcz Główna,Os,50595,
PLK_AR_2026_195546779,AR,PLK_74,,RAIL_1681,50966/7,Toruń Główny,Os,50966/7,
PLK_AR_2026_195666463,AR,PLK_75,,RAIL_1704,50840,Toruń Główny,Os,50840,
PLK_AR_2026_195666506,AR,PLK_254,,RAIL_1689,50312,Bydgoszcz Główna,Os,50312,
PLK_AR_2026_196387998,AR,PLK_2,,RAIL_1690,50320,Bydgoszcz Główna,Os,50320,
PLK_AR_2026_197617600,AR,PLK_178,,RAIL_1677,50988/9,Sierpc,Os,50988/9,
PLK_AR_2026_198988627,AR,PLK_180,,RAIL_1680,50950/1,Toruń Główny,Os,50950/1,
PLK_AR_2026_198997267,AR,PLK_254,,RAIL_1685,50444/5,Bydgoszcz Główna,Os,50444/5,
PLK_AR_2026_200061704,AR,PLK_73,,RAIL_1692,50589,Bydgoszcz Główna,Os,50589,
PLK_AR_2026_200398133,AR,PLK_74,,RAIL_1702,50815,Grudziądz,Os,50815,
PLK_AR_2026_200399835,AR,PLK_76,,RAIL_1675,50465,Laskowice Pomorskie,Os,50465,
PLK_AR_2026_201152391,AR,PLK_254,,RAIL_1681,50964/5,Toruń Główny,Os,50964/5,
PLK_AR_2026_202184701,AR,PLK_2,,RAIL_1704,50842,Toruń Główny,Os,50842,
PLK_AR_2026_204206804,AR,PLK_254,,RAIL_1668,55742/3,Chojnice,Os,55742/3,
PLK_AR_2026_205129612,AR,PLK_98,,RAIL_1688,50273,Chojnice,Os,50273,
PLK_AR_2026_205839732,AR,PLK_74,,RAIL_1669,55926,Laskowice Pomorskie,Os,55926,
PLK_AR_2026_206321364,AR,PLK_254,,RAIL_1677,50986/7,Sierpc,Os,50986/7,
PLK_AR_2026_206464754,AR,PLK_74,,RAIL_1692,50585,Bydgoszcz Główna,Os,50585,
PLK_AR_2026_209581223,AR,PLK_254,,RAIL_1692,50595,Bydgoszcz Główna,Os,50595,
PLK_AR_2026_209926435,AR,PLK_2,,RAIL_1705,50572/3,Bydgoszcz Główna,Os,50572/3,
PLK_AR_2026_210236796,AR,PLK_74,,RAIL_1685,50438/9,Bydgoszcz Główna,Os,50438/9,
PLK_AR_2026_212109419,AR,PLK_78,,RAIL_1694,50880,Chełmża,Os,50880,
PLK_AR_2026_212963380,AR,PLK_2,,RAIL_1663,55722/3,Czersk,Os,55722/3,
PLK_AR_2026_213262483,AR,PLK_2,,RAIL_1679,50994/5,Skępe,Os,50994/5,
PLK_AR_2026_213290409,AR,PLK_74,,RAIL_1689,50330,Bydgoszcz Główna,Os,50330,
PLK_AR_2026_218582445,AR,PLK_74,,RAIL_1688,50279,Chojnice,Os,50279,
PLK_AR_2026_220452981,AR,PLK_254,,RAIL_1704,50846,Toruń Główny,Os,50846,
PLK_AR_2026_222920982,AR,PLK_254,,RAIL_1704,50852,Toruń Główny,Os,50852,
PLK_AR_2026_223548663,AR,PLK_2,,RAIL_1693,50581,Bydgoszcz Główna,Os,50581,
PLK_AR_2026_224282031_LEG0,AR,PLK_9,,RAIL_1708,50945,Grudziądz,Os,50945,
PLK_AR_2026_224282031_LEG1,AR_BUS,PLK_9,,,50945,Grudziądz,Os,50945,
PLK_AR_2026_224745590,AR,PLK_74,,RAIL_1706,50410,Brodnica,Os,50410,
PLK_AR_2026_226567466,AR,PLK_98,,RAIL_1681,50966/7,Toruń Główny,Os,50966/7,
PLK_AR_2026_229138397,AR,PLK_254,,RAIL_1684,50334,Tuchola,Os,50334,
PLK_AR_2026_229436868,AR,PLK_254,,RAIL_1686,50253,Tuchola,Os,50253,
PLK_AR_2026_230738474,AR,PLK_78,,RAIL_1705,50574/5,Bydgoszcz Główna,Os,50574/5,
PLK_AR_2026_231913530,AR,PLK_78,,RAIL_1688,50257,Chojnice,Os,50257,
PLK_AR_2026_232318110,AR,PLK_74,,RAIL_1664,55901,Czersk,Os,55901,
PLK_AR_2026_236731673,AR,PLK_2,,RAIL_1704,50846,Toruń Główny,Os,50846,
PLK_AR_2026_236889890,AR,PLK_2,,RAIL_1675,50441,Laskowice Pomorskie,Os,50441,
PLK_AR_2026_237979305,AR,PLK_2,,RAIL_1695,50878,Toruń Główny,Os,50878,
PLK_AR_2026_238240102,AR,PLK_74,,RAIL_1674,50422,Grudziądz,Os,50422,
PLK_AR_2026_238302581,AR,PLK_74,,RAIL_1699,50406/7,Grudziądz,Os,50406/7,
PLK_AR_2026_238496986,AR,PLK_254,,RAIL_1702,50823,Grudziądz,Os,50823,
PLK_AR_2026_238628911,AR,PLK_32,,RAIL_1687,50271,Tuchola,Os,50271,
PLK_AR_2026_241759159,AR,PLK_254,,RAIL_1689,50322,Bydgoszcz Główna,Os,50322,
PLK_AR_2026_244518995,AR,PLK_74,,RAIL_1666,55729,Czersk,Os,55729,
PLK_AR_2026_245627933,AR,PLK_254,,RAIL_1679,50998/9,Skępe,Os,50998/9,
PLK_AR_2026_245776614,AR,PLK_74,,RAIL_1676,55740,Wierzchucin,Os,55740,
PLK_AR_2026_247221210,AR,PLK_78,,RAIL_1690,50316,Bydgoszcz Główna,Os,50316,
