stop_id,stop_name,stop_lat,stop_lon
23101,Kwidzyn,53.73096712328,18.93361571347
24000,Białystok,53.13357012396,23.1353969616
24133,Mońki,53.40236162335,22.79687370076
24158,Osowiec,53.47288699902,22.65683136153
24232,Czarna Białostocka,53.30561866908,23.27966765671
24430,Bielsk Podlaski,52.7617180417,23.18770672342
24539,Łapy,52.98997579471,22.88359562683
24638,Szepietowo,52.87006765067,22.54107530054
24737,Czyżew,52.79971278558,22.34214662433
2477,Recz Pomorski,53.27103294834,15.56352664676
24802,Sokółka,53.40325782489,23.50737489028
24893,Dąbrowa Białostocka,53.64823698271,23.36495438078
251575,Małaszewicze,52.02702328044,23.53101906754
25205,Czeremcha,52.51867068876,23.35354454233
25353,Nurzec,52.46006477662,23.08304835449
25387,Siemiatycze,52.39102692267,22.9450162209
25403,Hajnówka,52.73340523923,23.58311622799
254539,Izbica,50.89063190852,23.15544673968
25809,Rzepin,52.34991618475,14.81499390067
258467,Zamość Starówka,50.71700579393,23.26270216325
258468,Zamość Wschód,50.72251787642,23.27600378741
258708,Sucha Beskidzka Zamek,49.74347611177,19.60342883527
260653,Gorzów Wielkopolski Wschodni,52.7318397516,15.24941829696
26104,Zbąszynek,52.24319855199,15.81866168851
26146,Zbąszyń,52.25945349529,15.89568303348
26161,Babimost,52.16850193898,15.81518693923
26211,Nowy Tomyśl,52.30412409838,16.13304662706
262848,Lublin Zachodni,51.21886871976,22.50866684061
26500,Skwierzyna,52.59049577374,15.49964522587
265126,Pyrzowice Lotnisko,50.46823696385,19.07596170366
265251,Chabówka Stadion,49.5898110925,19.92032110155
26708,Międzyrzecz,52.44527366544,15.59291895114
27201,Opalenica,52.30964531078,16.39967456997
273,Szczecin Główny,53.41848158335,14.54975301866
27300,Sulechów,52.0925649714,15.61831231824
27805,Zielona Góra Główna,51.94743950846,15.51348489897
279915,Zator Park Rozrywki,50.00540147057,19.4053396529
279919,Białystok Zielone Wzgórza,53.11686060601,23.1054335779
280397,Szczebrzeszyn,50.68085834288,22.98769263267
280603,Kraków Piastów,50.1069994668,20.01287840718
28100,Świebodzin,52.24530528201,15.54018141065
28472,Swarzędz,52.40418947752,17.0736819452
28803,Szamotuły,52.60283919382,16.58667754389
28969,Wronki,52.70508207887,16.38586900418
29108,Krzyż,52.87738056072,16.01794189538
29181,Dobiegniew,52.96864780224,15.74627182799
29215,Nowe Drezdenko,52.85381062199,15.83407429203
29223,Wieleń,52.90747049724,16.18013012138
29405,Choszczno,53.16524892098,15.40335939926
29645,Oborniki Wielkopolskie Miasto,52.64561481549,16.8202492644
30007,Września,52.32755673486,17.55531548381
3004,Szczecinek,53.69353652129,16.70497103387
30122,Słupca,52.28741036413,17.85207509458
30205,Środa Wielkopolska,52.21817178112,17.27455870753
30601,Poznań Główny,52.40162478054,16.91155849814
30809,Gniezno,52.52968955788,17.60357013519
32003,Mogilno,52.65857188473,17.94605076941
32201,Kutno,52.22701929483,19.34870615211
32359,Gostynin,52.43336054116,19.4761607877
32417,Płock Radziwie,52.5242193615,19.67225016071
32433,Żychlin,52.21311918462,19.61909293056
32524,Łęczyca,52.04922785545,19.19323861063
32540,Ozorków,51.97250907933,19.26593183935
32607,Płock,52.55274238269,19.71269974603
32706,Sierpc,52.84789825922,19.65378252646
32904,Łowicz Główny,52.10521690787,19.95498597086
33100,Konin,52.23132169834,18.25252889514
33191,Koło,52.21107796102,18.63200246215
33472,Warszawa Główna,52.22514314412,20.98546389815
33506,Warszawa Zachodnia,52.21995562238,20.96576919014
33563,Warszawa Służewiec,52.18086526898,20.98701819241
33571,Warszawa Śródmieście,52.22938671429,21.00759854233
33605,Warszawa Centralna,52.22884143194,21.0032749828
33902,Piaseczno,52.06656150582,21.01725960979
34165,Grodzisk Mazowiecki,52.11021993141,20.62252647354
34207,Żyrardów,52.05234533554,20.44856070399
34603,Sochaczew,52.21517565534,20.23901892527
3467,Runowo Pomorskie,53.55566783884,15.52945065248
3509,Łobez,53.63665778088,15.62768048243
3517,Chociwel,53.47076432765,15.33607448192
36103,Warszawa Gdańska,52.25911858243,20.99311973016
3632,Świdwin,53.78111392914,15.77274066944
36343,Wołomin,52.34664299751,21.23811721265
36459,Nowy Dwór Mazowiecki,52.42529479678,20.72381501454
36509,Legionowo,52.40140810951,20.94165234261
36939,Ciechanów,52.88339915431,20.59131914352
37226,Mława,53.12646126612,20.35064938756
37507,Tłuszcz,52.4311589486,21.43562146165
37911,Łochów,52.53397373547,21.68755579762
38307,Małkinia,52.69415895659,22.03357172883
38653,Warszawa Wschodnia,52.25143798823,21.05225084066
38885,Otwock,52.10961288372,21.26300835582
39008,Mińsk Mazowiecki,52.17586935636,21.55245601594
3905,Białogard,54.00994582961,15.97770929606
39206,Pilawa,51.95562237451,21.53356362698
39404,Siedlce,52.16181364664,22.27167427003
39743,Niemojki,52.25866465828,22.70130330423
39776,Sarnaki,52.32522762664,22.87979228703
39875,Mrozy,52.16419810829,21.80148861111
39909,Łuków,51.9410027565,22.39151672618
39974,Radzyń Podlaski,51.82712515124,22.66861437678
40030,Parczew,51.62622126255,22.87159169588
40345,Góra Kalwaria,51.98927746226,21.19313725529
40808,Biała Podlaska,52.02033370388,23.1305732068
40832,Międzyrzec Podlaski,51.97602474764,22.7854278251
